0	1
Gif ðu for neode axsast æfter minum naman ic secge þe	gif þu for neod ascian æfter min nama ic secgan þu
ic hine forleas on sæ	ic he forleosan on sæ
Gif ðu wilt mine æðelborennesse witan wite ðu þæt ic hig forlet on Tharsum	gif þu willan min æðelborennes witan witan þu þæt ic heo forlætan on Tharsus
Ðæt mæden cwæð	se mægden cweþan
Sege me gewislicor þæt ic hit mæge understandan	secgan ic Gewislice þæt ic hit magan understandan
Apollonius þa soðlice hyre arehte ealle his gelymp	Apollonius þa Soðlice heo arecan eal his gelimp
and æt þare spræcan ende him feollon tearas of ðam eagum	and æt se spræc ende he feollan tear of se eage
Mid þy þe se cyngc þæt geseah he bewænde hine ða to ðare dohtor and cwæð	mid se þe se cyning se geseon he bewendan he þa to se dohtor and cweþan
Leofe dohtor þu gesingodest	leof dohtor þu gesingian
mid þy þe þu woldest witan his naman and his gelimp þu hafast nu geedniwod his ealde sar	mid se þe þu willan witan his nama and his gelimp þu habban nu geedniwian his eald sar
Ac ic bidde þe þæt þu gife him swa hwæt swa ðu wille	ac ic biddan þu þæt þu gifan he swa hwæt#2 swa þu willan
Ða ða þæt mæden gehirde þæt hire wæs alyfed fram hire fæder þæt heo ær hyre silf gedon wolde ða cwæð heo to Apollonio	þa þa se mægden gehyran þæt heo wesan alyfan fram hire fæder se heo ær heo self gedon willan þa cweðan heo to Apollonius
Apolloni soðlice þu eart ure	Apollonius Soðlice þu wesan ure
Forlæt þine murcnunge	forlætan þin murcnung
and nu ic mines fæder leafe habbe ic gedo ðe weligne	and nu ic min fæder leaf habban ic gedon þu welig
Apollonius hire þæs þancode	Apollonius heo se þancian
and se cyngc blissode on his dohtor welwillendnesse and hyre to cwæð	and se cyning blissian on his dohtor welwilledness and heo to cweðan
Leofe dohtor hat feccan þine hearpan and gecig ðe to þine frynd and afirsa fram þam iungan his sarnesse	leof dohtor hatan feccan þin hearpe and gecigan þu to þin freond and afirsian fram se geong his sarness
Ða eode heo ut and het feccan hire hearpan	þa gan heo ut and hatan feccan hire hearpe
and sona swa heo hearpian ongan heo mid winsumum sange gemægnde þare hearpan sweg	and sona swa heo hearpian onginnan heo mid wynsum sang gemengan se hearpe sweg
Ða ongunnon ealle þa men hi herian on hyre swegcræft	þa onginnan eal se mann heo herian on hire swegcræft
and Apollonius ana swigode	and Apollonius ana swigian
Ða cwæð se cyningc	þa cweþan se cyning
Apolloni nu ðu dest yfele forðam þe ealle men heriað mine dohtor on hyre swegcræfte and þu ana hi swigende tælst	Apollonius nu þu don yfele forðam þe eal mann herian min dohtor on hire swegcræft and þu ana heo swigian tælan
Apollonius cwæð	Apollonius cweþan
Eala ðu goda cyngc gif ðu me gelifst ic secge þæt ic ongite þæt soðlice þin dohtor gefeol on swegcræft ac heo n æfð hine na wel geleornod	eala þu god cyning gif þu ic gelifan ic secgan þæt ic ongitan þæt Soðlice þin dohtor gefeallan on swegcræft ac heo ne habban he na wel geleornian
Ac hat me nu sillan þa hearpan	ac hatan ic nu sillan se hearpe
þonne wast þu þæt þu nu git n ast	þonne witan þu se þu nu git ne witan
Arcestrates se cyning cwæð	Arcestrates se cyning cweþan
Apolloni ic oncnawe soðlice þæt þu eart on eallum þingum wel gelæred	Apollonius ic oncnawan Soðlice þæt þu wesan on eal þing wel gelæran
Ða het se cyng sillan Apollonige þa hearpan	þa hatan se cyning sillan Apollonius se hearpe
Apollonius þa ut eode and hine scridde and sette ænne cynehelm uppon his heafod and nam þa hearpan on his hand and in eode and swa stod þæt se cyngc and ealle þa ymbsittendan wendon þæt he n ære Apollonius ac þæt he wære Apollines ðara hæðenra God	Apollonius þa ut gan and he scrydan and settan an cynehelm uppon his heafod and niman se hearpe on his hand and in gan and swa standan þæt se cyning and eal se ymbsittan wenan þæt he ne wesan Apollonius ac þæt he wesan Apollines se hæðen God
Ða wearð stilnes and swige geworden innon ðare healle	þa weorþan stillness and swige geweorþan innon se heall
And Apollonius his hearpenægl genam	and Apollonius his hearpenægel geniman
and he þa hearpestrengas mid cræfte astirian ongan and þare hearpan sweg mid winsumum sange gemægnde	and he se hearpestreng mid cræft astirian onginnan and se hearpe sweg mid wynsum sang gemengan
And se cyngc silf and ealle þe þar andwearde wæron micelre stæfne cliopodon and hine heredon	and se cyning self and eal þe þær andweard wesan micel stefn clypian and he herian
Æfter þisum forlet Apollonius þa hearpan and plegode and fela fægera þinga þar forð teah þe þam folce ungecnawen wæs and ungewunelic	æfter þes forlætan Apollonius se hearpe and plegan and fela fæger þing þær forþ teon þe se folc ungecnawen wesan and ungewunelic
and heom eallum þearle licode ælc þara þinga ðe he forð teah	and hi eal þearle lician ælc se þing ðe he forð teon
Soðlice mid þy þe þæs cynges dohtor geseah þæt Apollonius on eallum godum cræftum swa wel wæs getogen þa gefeol hyre mod on his lufe	Soðlice mid se þe se cyning dohtor geseon þæt Apollonius on eal god cræft swa wel wesan geteon þa gefeallan hire mod on his lufu
Ða æfter þæs beorscipes geendunge cwæð þæt mæden to ðam cynge	þa æfter se gebeorscipe geendung cweþan se mægden to se cyning
Leofa fæder þu lyfdest me litle ær þæt ic moste gifan Apollonio swa hwæt swa ic wolde of þinum goldhorde	leof fæder þu lifan ic lytel ær þæt ic motan gifan Apollonius swa hwæt#2 swa ic willan of þin goldhord
Arcestrates se cyng cwæð to hyre	Arcestrates se cyning cweþan to heo
Gif him swa hwæt swa ðu wille	gifan he swa hwæt#2 swa þu willan
Heo ða swiðe bliðe ut eode and cwæð	heo þa swiðe bliðe ut gan and cweþan
Lareow Apolloni ic gife þe be mines fæder leafe twa hund punda goldes and feower hund punda gewihte seolfres and þone mæstan dæl deorwurðan reafes and twentig ðeowa manna	lareow Apollonius ic gifan þu be min fæder leaf twegen hund pund gold and feower hund pund gewiht seolfor and se micel dæl deorwyrþe reaf and twentig þeow mann
And heo þa þus cwæð to ðam þeowum mannum	and heo þa þus cweðan to se þeow mann
Berað þas þingc mid eow þe ic behet Apollonio minum lareowe and lecgað innon bure beforan minum freondum	beran þes þing mid ge þe ic behatan Apollonius min lareow and lecgan innon bur beforan min freond
Þis wearð þa þus gedon æfter þare cwene hæse	þes weorþan þa þus don æfter se cwen hæs
and ealle þa men hire gife heredon ðe hig gesawon	and eal se mann hire gifu heredon þe hi geseon
Ða soðlice geendode þe gebeorscipe	þa Soðlice geendian se gebeorscipe
and þa men ealle arison and gretton þone cyngc and ða cwene and bædon hig gesunde beon and ham gewændon	and se mann eal arisan and gretan se cyning and se cwen and biddan hi gesund beon and ham gewendan
Eac swilce Apollonius cwæð	eac swilce Apollonius cweþan
ðu goda cyngc and earmra gemiltsigend and þu cwen lare lufigend beon ge gesunde	þu god cyning and earm gemiltsigend and þu cwen lar lufiend beon ge gesund
He beseah eac to ðam þeowum mannum þe þæt mæden him forgifen hæfde and heom cwæð to	he beseon eac to se þeow mann þe se mægden he forgifan habban and hi cweþan to
Nimað þas þing mid eow þe me seo cwen forgeaf	niman þes þing mid ge þe ic se cwen forgifan
and gan we secan ure gesthus þæt we magon us gerestan	and gan we secan ure gesthus þæt we magan we gerestan
Ða adred þæt mæden þæt heo næfre eft Apollonium ne gesawe swa raðe swa heo wolde and eode þa to hire fæder and cwæð	þa adrædan se mægden þæt heo næfre eft Apollonius ne geseon swa raðe swa heo willan and gan þa to hire fæder and cweþan
ðu goda cyningc licað ðe wel þæt Apollonius þe þurh us todæg gegodod is þus heonon fare	þu god cyning lican þu wel þæt Apollonius þe þurh we todæg gegodian wesan þus heonan faran
and cuman yfele men and bereafian hine	and cuman yfel mann and bereafian he
Se cyngc cwæð	se cyning cweðan
Wel þu cwæde	wel þu cweþan
Hat him findan hwar he hine mæge wurðlicost gerestan	hatan he findan hwær he he magan weorþlice gerestan
Ða dide þæt mæden swa hyre beboden wæs	þa don se mægden swa heo bebiddan wesan
and Apollonius onfeng þare wununge ðe hym getæht wæs and ðar in eode Gode þancigende ðe him ne forwyrnde cynelices wurðscipes and frofres	and Apollonius onfon se wunung ðe he geteon wesan and þær in gan God þancian ðe he ne forwyrnan cynelic weorþscipe and frofor
Ac þæt mæden hæfde unstille niht mid þare lufe onæled þara worda and sanga þe heo gehyrde æt Apollonige	ac se mægden habban unstille niht mid se lufu onælan se word and sang þe heo gehyran æt Apollonius
and na leng heo ne gebad ðonne hit dæg wæs ac eode sona swa hit leoht wæs and gesæt beforan hire fæder bedde	and na leng heo ne gebidan þonne hit dæg wesan ac gan sona swa hit leoht wesan and gesittan beforan hire fæder bedd
Ða cwæð se cyngc	þa cweþan se cyning
Leofe dohtor for hwi eart ðu þus ærwacol	leof dohtor for hwy wesan þu þus ærwacol
Ðæt mæden cwæð	se mægden cweþan
Me awehton þa gecnerdnessan þe ic girstandæg gehyrde	ic aweccan se gecneordnys þe ic gyrstandæg gehyran
Nu bidde ic ðe forðam þæt þu befæste me urum cuman Apollonige to lare	nu biddan ic þu forðam þæt þu befæstan ic ure cuma Apollonius to lar
Ða wearð se cyningc þearle geblissod and het feccan Apollonium and him to cwæð	þa weorþan se cyning þearle geblissian and hatan feccan Apollonius and he to cweþan
Min dohtor girnð þæt heo mote leornian æt ðe ða gesæligan lare ðe þu canst	min dohtor gyrnan þæt heo motan leornian æt þu se gesælig lar þe þu cunnan
And gif ðu wilt þisum þingum gehyrsum beon ic swerige ðe þurh mines rices mægna þæt swa hwæt swa ðu on sæ forlure ic ðe þæt on lande gestaðelige	and gif þu willan þes þing gehyrsum beon ic swerian þu þurh min rice mægen þæt swa hwæt#2 swa þu on sæ forleosan ic þu se on land gestaðelian
Ða ða Apollonius þæt gehyrde he onfengc þam mædenne to lare and hire tæhte swa wel swa he silf geleornode	þa þa Apollonius se gehyran he onfon se mægden to lar and heo tæcan swa wel swa he self geleornian
Hyt gelamp ða æfter þisum binnon feawum tidum þæt Arcestrates se cyngc heold Apollonius hand on handa	hit gelimpan þa æfter þes binnon feawa tid þæt Arcestrates se cyning healdan Apollonius hand on hand
and eodon swa ut on ðare ceastre stræte	and gan swa ut on se ceaster stræte
Þa æt nyhstan comon ðar gan ongean hy þry gelærede weras and æþelborene þa lange ær girndon þæs cyninges dohtor	þa æt neah cuman þær gan ongeagn hi þri gelæran wer and æþelboren se lange ær gyrnan se cyning dohtor
Hi ða ealle þry togædere anre stæfne gretton þone cyngc	hi þa eal þri togædere an stefn gretan se cyning
Ða smercode se cyng and heom to beseah and þus cwæð	þa smearcian se cyning and hi to beseon and þus cweþan
Hwæt is þæt þæt ge me anre stæfne gretton	hwæt wesan se þæt ge ic an stefn gretan
Ða andswerode heora an and cwæð	þa andswarian hi an and cweþan
We bædon gefirn þynre dohtor	we biddan gefyrn þin dohtor
and þu us oftrædlice mid elcunge geswænctest	and þu we oftrædlice mid elcung geswencan
Forðam we comon hider todæg þus togædere	forðam we cuman hider todæg þus togædere
We syndon þyne ceastergewaran of æðelum gebyrdum geborene	we wesan þin ceastergewaran of æðele gebyrd geberan
Nu bidde we þe þæt þu geceose þe ænne of us þrym hwilcne þu wille þe to aðume habban	nu biddan we þu þæt þu geceosan þu an of we þri hwilc þu willan þu to aðum habban
Ða cwæð se cyngc	þa cweþan se cyning
N abbe ge na godne timan aredodne	ne habban ge na god tima aredian
Min dohtor is nu swiðe bisy ymbe hyre leornunga	min dohtor wesan nu swiðe bysig ymb hire leornung
ac þe læs þe ic eow a leng slæce awritað eowre naman on gewrite and hire morgengife	ac se læs þe ic ge a lange slæccan awritan eower nama on gewrit and hire morgengif
þonne asænde ic þa gewrita minre dohtor þæt heo sylf geceose hwilcne eowerne heo wille	þonne asendan ic se gewrit min dohtor þæt heo self geceosan hwilc eower heo willan
Ða didon ða cnihtas swa	þa don se cniht swa
and se cyngc nam ða gewrita and geinseglode hi mid his ringe and sealde Apollonio þus cweðende	and se cyning niman se gewrit and geinseglian hi mid his hring and sellan Apollonius þus cweþan
Nim nu lareow Apolloni swa hit þe ne mislicyge and bryng þinum lærincgmædene	niman nu lareow Apollonius swa hit þu ne mislician and bringan þin læringmædene
Ða nam Apollonius þa gewrita and eode to ðare cynelican healle	þa niman Apollonius se gewrit and gan to se cynelic heall
Mid þam þe þæt mæden geseah Apollonium þa cwæð heo	mid se þe se mægden geseon Apollonius þa cweþan heo
Lareow hwi gæst ðu ana	lareow hwy gan þu ana
Apollonius cwæð	Apollonius cweþan
Hlæfdige n æs git yfel wif	hlæfdige ne wesan git yfel wif
nim ðas gewrita ðe þin fæder þe sænde and ræd	niman se gewrit ðe þin fæder þu sendan and rædan
Ðæt mæden nam and rædde þara þreora cnihta naman	se mægden niman and rædan se þri cniht nama
ac heo ne funde na þone naman þaron þe heo wolde	ac heo ne findan na se nama þaron þe heo willan
Ða heo þa gewrita oferræd hæfde ða beseah heo to Apollonio and cwæð	þa heo se gewrit oferrædan habban þa beseon heo to Apollonius and cweþan
Lareow ne ofþingð hit ðe gif ic þus wer geceose	lareow ne ofþyncan hit þu gif ic þus wer geceosan
Apollonius cwæð	Apollonius cweþan
Na ac ic blissige swiðor ðæt þu miht ðurh ða lare þe þu æt me underfenge þe silf on gewrite gecyðan hwilcne heora þu wille	na ac ic blissian swiðe þæt þu magan þurh se lar þe þu æt ic underfon þu self on gewrit gecyðan hwilc hi þu willan
Min willa is þæt þu ðe wer geceose þar ðu silf wille	min willa wesan þæt þu þu wer geceosan þær þu self willan
Þæt mæden cwæð	se mægden cweþan
Eala lareow gif ðu me lufodest þu hit besorgodest	eala lareow gif þu ic lufian þu hit besorgian
Æfter þisum wordum heo mid modes anrædnesse awrat oðer gewrit and þæt geinseglode and sealde Apollonio	æfter þes word heo mid mod anrædnes awritan oðer gewrit and se geinseglian and sellan Apollonius
Apollonius hit þa ut bær on ða stræte and sealde þam cynge	Apollonius hit þa ut beran on se stræt and sellan se cyning
Ðæt gewrit wæs þus gewriten	se gewrit wesan þus gewritan
þu goda cyngc and min se leofesta fæder nu þin mildheortnesse me leafe sealde þæt ic silf moste ceosan hwilcne wer ic wolde ic secge ðe to soðan	þu god cyning and min se leof fæder nu þin mildheortness ic leaf sellan þæt ic self motan ceosan hwilc wer ic willan ic secgan þu to soþ
þone forlidenan man ic wille	se forliðan mann ic willan
And gif ðu wundrige þæt swa scamfæst fæmne swa unforwandigendlice ðas word awrat þonne wite þu þæt ic hæbbe þurh weax aboden ðe nane scame ne can þæt ic silf ðe for scame secgan ne mihte	and gif þu wundrian þæt swa sceamfæst fæmne swa unforwandigendlice þes word awritan þonne witan þu þæt ic habban þurh weax abeodan þe nan sceamu ne cunnan se ic self þu for sceamu secgan ne magan
Ða ða se cyningc hæfde þæt gewrit oferræd þa n iste he hwilcne forlidene heo nemde	þa þa se cyning habban se gewrit oferrædan þa ne witan he hwilc forliðan heo nemnan
Beseah ða to ðam þrim cnihtum and cwæð	beseon þa to se þri cniht and cweþan
Hwilc eower is forliden	hwilc ge wesan forliðan
Ða cwæð heora an se hatte Ardalius	þa cweþan hi an se hatan Ardalius
Ic eom forliden	ic wesan forliðan
Se oðer him andwirde and cwæð	se oðer he andwerdan and cweþan
Swiga ðu	swigan þu
adl þe fornime þæt ðu ne beo hal ne gesund	adl þu forniman þæt þu ne beon hal ne gesund
Mid me þu boccræft leornodest	mid ic þu boccræft leornian
and ðu næfre buton þare ceastre geate fram me ne come	and þu næfre butan se ceaster geat fram ic ne come
Hwar gefore ðu forlidennesse	hwar gefaran þu forlidennes
Mid ði þe se cyngc ne mihte findan hwilc heora forliden wære he beseah to Apollonio and cwæð	mid se þe se cyning ne magan findan hwilc hi forliðan wesan he beseon to Apollonius and cweþan
Nim ðu Apolloni þis gewrit and ræd hit	niman þu Apollonius þes gewrit and rædan hit
Eaðe mæg gewurðan þæt þu wite þæt ic n at ðu ðe þar andweard wære	eaðe magan gewurðan þæt þu witan se ic ne witan þu þe þær andweard wesan
Ða nam Apollonius þæt gewrit and rædde	þa niman Apollonius se gewrit and rædan
and sona swa he ongeat þæt he gelufod wæs fram ðam mædene his andwlita eal areodode	and sona swa he ongitan þæt he gelufian wesan fram se mægden his andwlita eal areodian
Ða se cyngc þæt geseah þa nam he Apollonies hand and hine hwon fram þam cnihtum gewænde and cwæð	þa se cyning se geseon þa niman he Apollonius hand and he hwon fram se cniht gewendan and cweþan
Wast þu þone forlidenan man	witan þu se forliðan mann
Apollonius cwæð	Apollonius cweþan
ðu goda cyning gif þin willa bið ic hine wat	þu god cyning gif þin willa beon ic he witan
Ða geseah se cyngc þæt Apollonius mid rosan rude wæs eal oferbræded	þa geseon se cyning þæt Apollonius mid rose rudu wesan eal oferbrædan
þa ongeat he þone cwyde and þus cwæð to him	þa ongitan he se cwide and þus cweðan to he
Blissa blissa Apolloni for ðam þe min dohtor gewilnað þæs ðe min willa is	blissian blissian Apollonius for se þe min dohtor gewilnian se ðe min willa wesan
Ne mæg soðlice on þillicon þingon nan þinc gewurðan buton Godes willan	ne magan Soðlice on þyslic þing nan þing geweorþan butan God willa
Arcestrates beseah to ðam þrym cnihtum and cwæð	Arcestrates beseon to se þri cniht and cweþan
Soð is þæt ic eow ær sæde þæt ge ne comon on gedafenlicre tide mynre dohtor to biddanne	soþ wesan þæt ic ge ær secgan þæt ge ne cuman on gedafenlic tid mynre dohtor to biddan
ac þonne heo mæg hi fram hyre lare geæmtigan þonne sænde ic eow word	ac þonne heo magan heo fram hire lar geæmtian þonne sendan ic ge word
Ða gewændon hie ham mid þissere andsware	þa gewendan hi ham mid þes andswaru
And Arcestrates se cyngc heold for ðon Apollonius hand and hine lædde ham mid him na swilce he cuma wære ac swilce he his aðum wære	and Arcestrates se cyning healdan for se Apollonius hand and he lædan ham mid he na swilce he cuma wesan ac swilce he his aðum wesan
Ða æt nyxstan forlet se cyng Apollonius hand and eode ana into ðam bure þar his dohtor inne wæs and þus cwæð	þa æt neah forlætan se cyning Apollonius hand and gan ana into se bur þær his dohtor inne wesan and þus cweþan
Leofe dohtor hwæne hafast þu ðe gecoren to gemæccan	leof dohtor hwa habban þu þu gecoren to gemæcca
Ðæt mæden þa feol to hyre fæder fotum and cwæð	se mægden þa feallan to hyre fæder fot and cweþan
ðu arfæsta fæder gehyr þinre dohtor willan	þu arfæst fæder gehyran þin dohtor willa
Ic lufige þone forlidenan man ðe wæs þurh ungelymp beswicen	ic lufian se forliðan mann þe wesan þurh ungelimp beswican
ac þi læs þe þe tweonige þare spræce Apollonium ic wille minne lareow	ac se læs þe þu tweonian se spræc Apollonius ic willan min lareow
and gif þu me him ne silst þu forlætst ðine dohtor	and gif þu ic he ne sillan þu forlætan þin dohtor
Se cyng ða soðlice ne mihte aræfnian his dohtor tearas ac arærde hi up and hire to cwæð	se cyning þa Soðlice ne magan aræfnian his dohtor tear ac aræran heo up and heo to cweþan
Leofe dohtor ne ondræt þu ðe æniges þinges	leof dohtor ne ondrædan þu þu ænig þing
Þu hafast gecoren þone wer þe me wel licað	þu habban geceosan se wer þe ic wel lican
Eode ða ut and beseah to Apollonio and cwæð	gan þa ut and beseon to Apollonius and cweþan
Lareow Apolloni ic smeade minre dohtor modes willan	lareow Apollonius ic smeagan min dohtor mod willa
Ða arehte heo me mid wope betweox oðre spræce þas þingc þus cweðende	þa arecan heo me mid wop betweoh oðer spræc þes þing þus cweþan
þu geswore Apollonio gif he wolde gehirsumian minum willan on lare þæt þu woldest him geinnian swa hwæt swa seo sæ him ætbræd	þu geswerian Apollonius gif he willan gehyrsumian min willa on lar þæt þu willan he geinnian swa hwæt#2 swa se sæ he ætbredan
Nu for ðam þe he gehyrsum wæs þinre hæse and minum willan ic for æfter him	nu for se þe he gehyrsum wesan þin hæs and minum willa ic faran æfter he
Her Beorhtric cyning forþferde & Worr aldormon	her Beorhtric cyning forþferan & Worr ealdorman
& Ecgbryht feng to Wesseaxna rice	& Ecgbryht fon to West-Seaxe rice
& þy ilcan dæge rad Æþelmund aldorman of Hwiccium ofer æt Cynemæres.forda	& se ilca dæg ridan Æþelmund ealdorman of Hwiccas ofer æt Cynemæresford
þa mette hine Weoxtan aldorman mid Wilsætum	þa metan he Weoxtan ealdorman mid Wilsætan
þær wearþ micel gefeoht	þær weorþan micel gefeoht
& þær begen ofslægene þa aldormen	& þær begen ofslagan se ealdorman
& Wilsætan namon sige	& Wilsætan niman sige
Her wæs gehadod Beornmod biscep to Hrofesceastre	her wesan gehadian Beornmod bisceop to Hrofesceaster
Her Æþelheard ærcebiscep forþferde	her Æþelheard arcebisceop forþferan
& Wulfred wæs to ærcebiscep gehadod	& Wulfred wesan to arcebisceop gehadian
& Forþred abbud forþferde	& Forþred abbad forþferan
Her Wulfred ærcebiscep pallium onfeng	her Wulfred arcebisceop pallium onfon
Her Cuþred cyning forþferde on Cantwarum & Ceolburg abbudesse & Heabryht aldorman	her Cuþred cyning forþferan on Cantware & Ceolburg abbadisse & Heabryht ealdorman
Her Carl cyning forþferde	her Carl cyning forþferan
& he ricsode xlv wintra	& he ricsian feowertigfif wintra
& Wulfred arcebiscep & Wigbryht Wesseaxna biscep foron begen to Rome	& Wulfred arcebisceop & Wigbryht West-Seaxe bisceop faran begen to Rom
Her Wulfred ærcebiscep mid bledsunge þæs papan Leon hwearf eft to his agnum biscepdome	her Wulfred arcebisceop mid bletsung se papa Leo hwerfan eft to his agen bisceopdom
& þy geare gehergade Ecgbryht cyning on West.Walas from easteweardum oþ westewearde	& se gear gehergian Ecgbryht cyning on West-Wealas fram easteweard oþ westeweard
Her Leo se æþela papa & se halga forþferde	her Leo se æðele papa & se halig forþferan
& æfter him Stephanus feng to rice	& æfter he Stephanus fon to rice
Her Stephanus papa forþferde	her Stephanus papa forþferan
& æfter him was Paschalis to papan gehadod	& æfter he wesan Paschalis to papa gehadian
& þy ilcan geare forborn Ongolcynnes scolu	& se ilca gear forbeornan Angelcynn scolu
Her Cenwulf Miercna cyning forþferde	her Cenwulf Mirce cyning forþferan
& Ceolwulf feng to rice	& Ceolwulf fon to rice
& Eadbryht aldormon forþferde	& Eadbryht ealdorman forþferan
Her wearþ Ceolwulf his rices besciered	her weorþan Ceolwulf his rice bescerian
Her tuegen aldormen wurdon ofslægene Burghelm & Muca	her twegen ealdorman weorþan ofslean Burghelm & Muca
& senoþ wæs æt Clofeshoo	& seonoþ wesan æt Clofeshoh
Her wæs Wala gefeoht & Defna æt Gafulforda	her wesan Walas gefeoht & Defenas æt Gafolford
& þy ilcan geare gefeaht Ecbryht cyning & Beornwulf cyning on Ellen.dune	& se ilca gear gefeohtan Ecgbryht cyning & Beornwulf cyning on Ellendun
& Ecgbryht sige nam	& Ecgbryht sige niman
& þær wæs micel wæl geslægen	& þær wesan micel wæl geslean
Þa sende he Æþlwulf his sunu of þære fierde & Ealhstan his biscep & Wulfheard his aldormon to Cent micle werede	þa sendan he Æþelwulf his sunu of se fyrd & Ealhstan his bisceop & Wulfheard his ealdorman to Cent micel weorod
& hie Baldred þone cyning norþ ofer Temese adrifon	& hi Baldred se cyning norþ ofer Temes adrifan
& Cantware him to cirdon & Suþrige & Suþ.Seaxe & East.Seaxe þy hie from his mægum ær mid unryhte anidde wærun	& Cantware he to cyrran & Suþrige & Suþ-Seaxe & East-Seaxe þe hi fram his mæg ær mid unriht anydan wesan
& þy ilcan geare East.Engla cyning & seo þeod gesohte Ecgbryht cyning him to friþe & to mundboran for Miercna ege	& se ilca gear East-Engle cyning & se þeod gesecan Ecgbryht cyning hi to friþ & to mundbora for Mirce ege
& þy geare slogon East.Engle Beornwulf Miercna cyning	& se gear slean East-Engle Beornwulf Mirce cyning
Her Ludecan Miercna cyning & his v aldormen mon ofslog mid him	her Ludecan Mirce cyning & his fif ealdorman man ofslean mid he
& Wiiglaf feng to rice	& Wiglaf fon to rice
Her mona aþistrode on middes wintres mæsseniht	her mona aþystrian on midd winter mæsseniht
& þy ilcan geare geeode Ecgbryht cyning Miercna rice & al þæt be suþan Humbre wæs	& se ilca gear gegan Ecgbryht cyning Mirce rice & eal se be suþan Humbre wesan
& he wæs se eahteþa cyning se þe Bretwalda wæs	& he wesan se eahtoða cyning se þe Bretwalda wesan
Ærest Ælle Suþ.Seaxna cyning se þus micel rice hæfde	ær Ælle Suþ-Seaxe cyning se þus micel rice habban
se æftera wæs Ceawlin Wesseaxna cyning	se æftera wesan Ceawlin West-Seaxe cyning
se þridda wæs Æþelbryht Cantwara cyning	se þridda wesan Æþelbryht Cantware cyning
se feorþa wæs Rædwald East.Engla cyning	se feorþa wesan Rædwald East-Engle cyning
fifta was Eadwine Norþanhymbra cyning	fifta wesan Eadwine Norþan-hymbre cyning
siexta wæs Oswald se æfter him ricsode	sixta wesan Oswald se æfter he ricsian
seofoþa wæs Oswio Oswaldes broþur	seofoþa wesan Oswio Oswald broðor
eahtoþa wæs Ecgbryht Wesseaxna cyning	eahtoþa wesan Ecgbryht West-Seaxe cyning
& se Ecgbryht lædde fierd to Dore wiþ Norþanhymbre	& se Ecgbryht lædan fyrd to Dor wiþ Norþan-hymbre
& hie him þær eaþmedo budon & geþuærnesse	& hi he þær eaþmedu beodan & geþwærnes
& hie on þam tohwurfon	& hi on se tohweorfan
Her eft Wilaf onfeng Miercna rices	her eft Wiglaf onfon Mirce rice
& Æþelwald biscop forþferde	& Æþelwald bisceop forþferan
& þy ilcan geare lædde Ecgbryht cyning fierd on Norþ.Walas	& se ilca gear lædan Ecgbryht cyning fyrd on Norþ-Walas
& he hie to eaþmodre hersumnesse gedyde	& he hi to eaþmod hyrsumness gedon
Her Wulfred ærcebiscep forþferde	her Wulfred arcebisceop forþferan
Her Ceolnoþ wæs gecoren to biscep & gehadod	her Ceolnoþ wesan geceosan to bisceop & gehadian
& Feologid abbud forþferde	& Feologid abbad forþferan
Her Ceolnoþ ærcebiscep onfeng pallium	her Ceolnoþ arcebisceop onfon pallium
Her hæþne men oferhergeadon Sceapige	her hæðen mann oferhergian Sceapig
Her gefeaht Ecgbryht cyning wiþ xxxv sciphlæsta æt Carrum	her gefeohtan Ecgbryht cyning wiþ þritigfif sciphlæst æt Carrum
& þær wearþ micel wæl geslægen	& þær weorþan micel wæl geslean
& þa Denescan ahton wælstowe gewald	& se Deniscan agan wælstow geweald
& Hereferþ & Wigþen tuegen biscepas forþferdon	& Hereferþ & Wigþen twegen bisceop forþferan
& Dudda & Osmod tuegen aldormen forþferdon	& Dudda & Osmod twegen ealdorman forþferan
Her cuom micel sciphere on West.Walas	her cuman micel sciphere on West-Wealas
& hie to anum gecierdon & wiþ Ecgbryht West.Seaxna cyning winnende wæron	& hi to an gecirran & wiþ Ecgbryht West-Seaxe cyning winnan wesan
Þa he þæt hierde & mid fierde ferde & him wiþ feaht æt Hengestdune & þær gefliemde ge þa Walas ge þa Deniscan	þa he se hyran & mid fyrd feran & hi wiþ feohtan æt Hengestdun & þær geflyman ge se Walas ge se Deniscan
Her Ecgbryht cyning forþferde	her Ecgbryht cyning forþferan
& hine hæfde ær Offa Miercna cyning & Beorhtric Wesseaxna cyning afliemed iii gear of Angelcynnes lande on Fronclond ær he cyning wære	& he habban ær Offa Mirce cyning & Beorhtric West-Seaxe cyning afliman þri gear of Angelcynn land on Francland ær he cyning wesan
& þy fultumode Beorhtric Offan þy he hæfde his dohtor him to cuene	& þy fultuman Beorhtric Offa þy he habban his dohtor he to cwen
& se Ecgbryht ricsode xxxvii wintra & vii monaþ	& se Ecgbryht ricsian þritigseofon wintra & seofon monaþ
& feng Eþelwulf Ecgbrehting to Wesseaxna rice	& fon Æþelwulf Ecgbrehting to West-Seaxe rice
& he salde his suna Æþelstane Cantwara rice & East.Seaxna & Suþrigea & Suþ.Seaxna	& he sellan his sunu Æþelstan Cantware rice & East-Seaxe & Suþrige & Suþ-Seaxe
